国,地域,推定泊数_2019年,推定泊数_2019年差,部屋あたり人数_2019年,部屋あたり人数_2019年差,#,実人数 前年,実人数 前年 構成比,実人数 前年伸率 (客室数補正あり）,実人数 前年伸率 (客室数補正なし）,実人数 当年,実人数 当年 構成比,実人数_2019年,実人数_2019年伸率 （客室数補正あり）,実人数_2019年伸率 （客室数補正なし）,年,延べ人数 前年,延べ人数 前年 構成比,延べ人数 前年伸率 (客室数補正あり）,延べ人数 前年伸率 (客室数補正なし）,延べ人数 当年,延べ人数 当年 構成比,延べ人数_2019年,延べ人数_2019年伸率 （客室数補正あり）,延べ人数_2019年伸率 （客室数補正なし）,延べ部屋数 前年,延べ部屋数 前年 構成比,延べ部屋数 前年伸率 (客室数補正あり）,延べ部屋数 前年伸率 (客室数補正なし）,延べ部屋数 当年,延べ部屋数 当年 構成比,延べ部屋数_2019年,延べ部屋数_2019年伸率 （客室数補正あり）,延べ部屋数_2019年伸率 （客室数補正なし）,推定泊数 前年,推定泊数 前年差,推定泊数 当年,月,総客室数 (Sheet1),総客室数_2019年 (Sheet1),総客室数_前年 (Sheet1),部屋あたり人数_前年,部屋あたり人数_前年差,部屋あたり人数_当年
その他,中南米,1.65,1.04,1.97,(0.02),6,492,0.006,0.606706823,-0.382113821,304,0.004,492,-0.023769331,-0.382113821,2020,1302,0.007,0.615388779,-0.373271889,816,0.004,1302,-0.009799501,-0.373271889,662,0.007,0.621478962,-0.367069486,419,0.004,662,0,-0.367069486,2.646341463,0.037869063,2.684210526,1月,381900,373854,373854,1.966767372,-0.019273338,1.947494033
ブラジル,中南米,2.16,1.32,2.54,(0.06),5,396,0.004,1.180272165,0.202020202,476,0.006,396,-0.115528419,0.202020202,2020,1253,0.006,1.300850581,0.324820431,1660,0.007,1253,-0.025169444,0.324820431,493,0.005,1.334437635,0.359026369,670,0.006,493,0,0.359026369,3.164141414,0.323253544,3.487394958,1月,381900,373854,373854,2.541582150,-0.063970210,2.477611940
メキシコ,中南米,1.73,1.15,2.28,(0.20),4,258,0.003,1.206451741,0.228682171,317,0.004,258,-0.135164486,0.228682171,2020,705,0.004,1.274390060,0.297872340,915,0.004,705,-0.086463432,0.297872340,309,0.003,1.395007168,0.420711974,439,0.004,309,0,0.420711974,2.732558140,0.153877192,2.886435331,1月,381900,373854,373854,2.281553398,-0.197270938,2.084282460
南米小計,中南米,1.84,1.25,2.23,(0.01),7,1146,0.013,0.939923284,-0.042757417,1097,0.013,1146,-0.082851347,-0.042757417,2020,3260,0.016,1.021364098,0.040184049,3391,0.015,3260,-0.003383869,0.040184049,1464,0.015,1.024831996,0.043715847,1528,0.014,1464,0,0.043715847,2.844677138,0.246480565,3.091157703,1月,381900,373854,373854,2.226775956,-0.007535119,2.219240838
UAE,中東,(0.17),2.39,1.13,0.79,36,65,0.001,0.755313150,-0.230769231,50,0.001,65,-0.363395225,-0.230769231,2020,54,0,2.018364585,1.055555556,111,0,54,0.701149425,1.055555556,48,0,1.186471074,0.208333333,58,0.001,48,0,0.208333333,0.830769231,1.389230769,2.22,1月,381900,373854,373854,1.125,0.788793103,1.913793103
その他,中東,1.64,1.41,1.65,0.33,39,140,0.002,0.911770874,-0.071428571,130,0.002,140,0.040000000,-0.071428571,2020,369,0.002,1.053753956,0.073170732,396,0.002,369,0.201951220,0.073170732,224,0.002,0.876702764,-0.107142857,200,0.002,224,0,-0.107142857,2.635714286,0.410439560,3.046153846,1月,381900,373854,373854,1.647321429,0.332678571,1.98
イスラエル,中東,1.27,12.35,1.40,0.43,34,55,0.001,0.946201383,-0.036363636,53,0.001,55,-0.781771918,-0.036363636,2020,125,0.001,5.671495384,4.776,722,0.003,125,0.308050891,4.776,89,0.001,4.335836950,3.415730337,393,0.003,89,0,3.415730337,2.272727273,11.349914237,13.622641509,1月,381900,373854,373854,1.404494382,0.432655745,1.837150127
カタール,中東,1.14,0.77,2.81,(1.05),35,92,0.001,0.245476774,-0.75,23,0,92,-0.3,-0.75,2020,197,0.001,0.219309199,-0.776649746,44,0,197,-0.374619289,-0.776649746,70,0.001,0.350681106,-0.642857143,25,0,70,0,-0.642857143,2.141304348,-0.228260870,1.913043478,1月,381900,373854,373854,2.814285714,-1.054285714,1.76
サウジアラビア,中東,0.80,1.31,1.50,0.74,37,5,0,13.943080756,13.2,71,0.001,5,0.271641791,13.2,2020,9,0,16.365118258,15.666666667,150,0.001,9,0.492537313,15.666666667,6,0,10.964629233,10.166666667,67,0.001,6,0,10.166666667,1.8,0.312676056,2.112676056,1月,381900,373854,373854,1.5,0.738805970,2.238805970
トルコ,中東,1.43,(0.08),1.49,0.56,38,30,0,1.931083954,0.966666667,59,0.001,30,1.470940171,0.966666667,2020,73,0,1.076062570,0.095890411,80,0,73,0.376887952,0.095890411,49,0.001,0.781517892,-0.204081633,39,0,49,0,-0.204081633,2.433333333,-1.077401130,1.355932203,1月,381900,373854,373854,1.489795918,0.561486133,2.051282051
中東小計,中東,1.14,2.76,1.70,0.22,40,387,0.004,0.979369868,-0.002583979,386,0.005,387,-0.380122524,-0.002583979,2020,827,0.004,1.784530066,0.817412334,1503,0.007,827,0.129491553,0.817412334,486,0.005,1.579941047,0.609053498,782,0.007,486,0,0.609053498,2.136950904,1.756831479,3.893782383,1月,381900,373854,373854,1.701646091,0.220348794,1.921994885
アメリカ,北米,1.43,1.33,2.01,0.02,1,7631,0.086,0.939830877,-0.042851527,7304,0.088,7631,-0.109267881,-0.042851527,2020,18555,0.094,1.065624531,0.085260038,20137,0.088,18555,0.009954046,0.085260038,9227,0.094,1.055121800,0.074563780,9915,0.088,9227,0,0.074563780,2.431529288,0.325453187,2.756982475,1月,381900,373854,373854,2.010946136,0.020017051,2.030963187
カナダ,北米,1.54,1.46,2.01,(0.08),2,893,0.01,0.963214575,-0.019036954,876,0.011,893,-0.187820302,-0.019036954,2020,2266,0.011,1.138336249,0.159311562,2627,0.011,2266,-0.040158221,0.159311562,1126,0.012,1.185962389,0.207815275,1360,0.012,1126,0,0.207815275,2.537513998,0.461344450,2.998858447,1月,381900,373854,373854,2.012433393,-0.080815745,1.931617647
北米小計,北米,1.44,1.34,2.01,0.01,3,8524,0.096,0.942280624,-0.040356640,8180,0.099,8524,-0.118830359,-0.040356640,2020,20821,0.105,1.073537924,0.093319245,22764,0.1,20821,0.003914336,0.093319245,10353,0.106,1.069352120,0.089056312,11275,0.1,10353,0,0.089056312,2.442632567,0.340252519,2.782885086,1月,381900,373854,373854,2.011107891,0.007872153,2.018980044
合　　計,合　　計,0.77,1.24,1.78,0.00,49,247619,,0.909752772,-0.073483860,229423,0,247619,-0.121372492,-0.073483860,2020,437293,,1.034328705,0.053387546,460639,0,437293,-0.001058660,0.053387546,245065,,1.035424869,0.054503907,258422,0,245065,0,0.054503907,1.765991301,0.241823957,2.007815258,1月,381900,373854,373854,1.784395977,-0.001889069,1.782506907
国内合計,国内合計,0.51,1.07,1.62,(0.04),48,158633,,0.907412811,-0.075866938,146598,0,158633,-0.068151430,-0.075866938,2020,239238,,0.951962044,-0.030496827,231942,0,239238,-0.022402528,-0.030496827,147226,,0.973777113,-0.008279788,146007,0,147226,0,-0.008279788,1.508122522,0.074040946,1.582163467,1月,381900,373854,373854,1.624971133,-0.036403461,1.588567671
中国,東アジア,1.22,1.61,2.10,(0.04),20,32544,0.366,1.123713983,0.144419862,37244,0.45,32544,-0.230492478,0.144419862,2020,72168,0.364,1.431730154,0.458111628,105229,0.46,72168,-0.019566242,0.458111628,34443,0.352,1.460302792,0.487210754,51224,0.456,34443,0,0.487210754,2.217551622,0.607843072,2.825394694,1月,381900,373854,373854,2.095287867,-0.040996910,2.054290957
台湾,東アジア,0.69,1.56,2.07,0.00,21,15293,0.172,0.802835698,-0.182371019,12504,0.151,15293,-0.248644150,-0.182371019,2020,25872,0.131,1.067224317,0.086889301,28120,0.123,25872,-0.001208795,0.086889301,12505,0.128,1.068515934,0.088204718,13608,0.121,12505,0,0.088204718,1.691754397,0.557125961,2.248880358,1月,381900,373854,373854,2.068932427,-0.002500916,2.066431511
東アジア小計,東アジア,1.04,1.60,2.08,(0.03),24,59331,0.667,0.931596169,-0.051237970,56291,0.68,59331,-0.239390906,-0.051237970,2020,121090,0.611,1.206150706,0.228375588,148744,0.65,121090,-0.015228673,0.228375588,58301,0.596,1.224802829,0.247371400,72723,0.647,58301,0,0.247371400,2.040922958,0.601488796,2.642411753,1月,381900,373854,373854,2.076979812,-0.031629647,2.045350164
韓国,東アジア,0.90,1.20,2.04,(0.25),23,7925,0.089,0.393506238,-0.599242902,3176,0.038,7925,-0.209212707,-0.599242902,2020,15063,0.076,0.435642642,-0.556330080,6683,0.029,15063,-0.124535694,-0.556330080,7372,0.075,0.497613254,-0.493217580,3736,0.033,7372,0,-0.493217580,1.900694006,0.203525137,2.104219144,1月,381900,373854,373854,2.043271839,-0.254460276,1.788811563
香港,東アジア,1.24,1.35,2.01,0.09,22,3569,0.04,0.926332640,-0.056598487,3367,0.041,3569,-0.096105554,-0.056598487,2020,7987,0.04,1.071037263,0.090772505,8712,0.038,7987,0.045093946,0.090772505,3981,0.041,1.024823909,0.043707611,4155,0.037,3981,0,0.043707611,2.237881760,0.349584828,2.587466587,1月,381900,373854,373854,2.006279829,0.090471073,2.096750903
その他,東南アジア,1.42,0.46,1.85,(0.09),32,585,0.007,0.884555623,-0.099145299,527,0.006,585,0.225674424,-0.099145299,2020,1416,0.007,0.687196279,-0.300141243,991,0.004,1416,-0.047794302,-0.300141243,766,0.008,0.721688897,-0.265013055,563,0.005,766,0,-0.265013055,2.420512821,-0.540057413,1.880455408,1月,381900,373854,373854,1.848563969,-0.088350825,1.760213144
インド,東南アジア,1.29,1.03,1.73,0.15,31,214,0.002,1.105792570,0.126168224,241,0.003,214,0.073260992,0.126168224,2020,491,0.002,1.119894040,0.140529532,560,0.002,491,0.086947607,0.140529532,284,0.003,1.030310966,0.049295775,298,0.003,284,0,0.049295775,2.294392523,0.029258929,2.323651452,1月,381900,373854,373854,1.728873239,0.150321391,1.879194631
インドネシア,東南アジア,0.91,1.43,2.03,0.11,28,1574,0.018,0.801620469,-0.183608640,1285,0.016,1574,-0.141341570,-0.183608640,2020,3012,0.015,0.982885091,0.000996016,3015,0.013,3012,0.052820632,0.000996016,1483,0.015,0.933573166,-0.049224545,1410,0.013,1483,0,-0.049224545,1.913595934,0.432707568,2.346303502,1月,381900,373854,373854,2.031018206,0.107279666,2.138297872
シンガポール,東南アジア,1.82,0.98,1.97,0.05,30,1364,0.015,1.218745391,0.241202346,1693,0.02,1364,0.032836890,0.241202346,2020,3851,0.019,1.209854367,0.232147494,4745,0.021,3851,0.025302112,0.232147494,1953,0.02,1.179997928,0.201740911,2347,0.021,1953,0,0.201740911,2.823313783,-0.020596713,2.802717070,1月,381900,373854,373854,1.971838198,0.049891670,2.021729868
タイ,東南アジア,0.83,1.44,2.04,(0.07),27,1420,0.016,0.674196773,-0.313380282,975,0.012,1420,-0.221384206,-0.313380282,2020,2602,0.013,0.836621073,-0.147963105,2217,0.01,2602,-0.033803770,-0.147963105,1278,0.013,0.865891468,-0.118153365,1127,0.01,1278,0,-0.118153365,1.832394366,0.441451788,2.273846154,1月,381900,373854,373854,2.035993740,-0.068824264,1.967169476
フィリピン,東南アジア,1.74,1.09,1.93,0.20,25,285,0.003,1.467692711,0.494736842,426,0.005,285,0.070698022,0.494736842,2020,781,0.004,1.513721054,0.541613316,1204,0.005,781,0.104276205,0.541613316,404,0.004,1.370781193,0.396039604,564,0.005,404,0,0.396039604,2.740350877,0.085940203,2.826291080,1月,381900,373854,373854,1.933168317,0.201583456,2.134751773
ベトナム,東南アジア,0.58,1.67,1.60,0.75,26,175,0.002,1.043626970,0.062857143,186,0.002,175,0.033001605,0.062857143,2020,276,0.001,1.487091181,0.514492754,418,0.002,276,0.471950822,0.514492754,173,0.002,1.010285913,0.028901734,178,0.002,173,0,0.028901734,1.577142857,0.670168971,2.247311828,1月,381900,373854,373854,1.595375723,0.752938884,2.348314607
マレーシア,東南アジア,1.69,0.46,2.07,(0.03),29,642,0.007,1.798633558,0.831775701,1176,0.014,642,0.233011247,0.831775701,2020,1725,0.009,1.436145856,0.462608696,2523,0.011,1725,-0.015483735,0.462608696,834,0.009,1.458732484,0.485611511,1239,0.011,834,0,0.485611511,2.686915888,-0.541507725,2.145408163,1月,381900,373854,373854,2.068345324,-0.032025711,2.036319613
東南アジア小計,東南アジア,1.26,1.15,1.97,0.06,33,6259,0.07,1.021126903,0.039942483,6509,0.079,6259,-0.034223749,0.039942483,2020,14154,0.071,1.087284860,0.107319486,15673,0.069,14154,0.028348086,0.107319486,7175,0.073,1.057312086,0.076794425,7726,0.069,7175,0,0.076794425,2.261383608,0.146513151,2.407896758,1月,381900,373854,373854,1.972682927,0.055921785,2.028604711
海外その他,海外その他,1.42,1.04,1.36,0.35,46,962,0.011,0.648140339,-0.339916840,635,0.008,962,0.237385989,-0.339916840,2020,2330,0.012,0.659099870,-0.328755365,1564,0.007,2330,0.258309191,-0.328755365,1719,0.018,0.523798026,-0.466550320,917,0.008,1719,0,-0.466550320,2.422037422,0.040954704,2.462992126,1月,381900,373854,373854,1.355439209,0.350122405,1.705561614
海外合計,海外合計,1.23,1.54,2.02,0.01,47,88986,,0.913924159,-0.069235610,82825,0,88986,-0.189920766,-0.069235610,2020,198055,,1.133822458,0.154714599,228697,0,198055,0.004991520,0.154714599,97839,,1.128191070,0.148979446,112415,0,97839,0,0.148979446,2.225687187,0.535520178,2.761207365,1月,381900,373854,373854,2.024295015,0.010104309,2.034399324
アフリカ,アフリカ,1.10,1.02,1.40,(0.20),45,109,0.001,0.320672468,-0.688073394,34,0.001,109,-0.152599388,-0.688073394,2020,229,0.001,0.323225986,-0.685589520,72,0.001,229,-0.145851528,-0.685589520,163,0.002,0.378418972,-0.631901840,60,0.001,163,0,-0.631901840,2.100917431,0.016729628,2.117647059,2月,361633,322099,322099,1.404907975,-0.204907975,1.2
その他,オセアニア,3.83,(1.83),1.71,0.49,43,6,0,1.884736712,0.833333333,11,0,6,2.116666667,0.833333333,2020,29,0,0.779891053,-0.241379310,22,0,29,0.289655172,-0.241379310,17,0,0.604728357,-0.411764706,10,0,17,0,-0.411764706,4.833333333,-2.833333333,2,2月,361633,322099,322099,1.705882353,0.494117647,2.2
オセアニア小計,オセアニア,1.42,0.94,1.92,(0.03),44,3791,0.039,1.098544652,0.068583487,4051,0.107,3791,0.009182631,0.068583487,2020,9175,0.045,1.069944069,0.040762943,9549,0.106,9175,-0.017091414,0.040762943,4791,0.047,1.088548909,0.058860363,5073,0.106,4791,0,0.058860363,2.420205750,-0.063009996,2.357195754,2月,361633,322099,322099,1.915049050,-0.032730895,1.882318155
オーストラリア,オセアニア,1.44,0.94,1.92,(0.03),41,3485,0.036,1.090870958,0.061119082,3698,0.097,3485,0.005126955,0.061119082,2020,8500,0.042,1.066015148,0.036941176,8814,0.098,8500,-0.017775153,0.036941176,4416,0.043,1.085306639,0.055706522,4662,0.097,4416,0,0.055706522,2.439024390,-0.055573876,2.383450514,2月,361633,322099,322099,1.924818841,-0.034213950,1.890604891
ニュージーランド,オセアニア,1.15,0.93,1.80,(0.03),42,300,0.003,1.171963556,0.14,342,0.009,300,0.017755611,0.14,2020,646,0.003,1.134661364,0.103715170,713,0.008,646,-0.014638327,0.103715170,358,0.003,1.151517656,0.120111732,401,0.008,358,0,0.120111732,2.153333333,-0.068538012,2.084795322,2月,361633,322099,322099,1.804469274,-0.026414411,1.778054863
その他,ヨーロッパ,1.67,1.30,1.72,0.02,18,802,0.008,0.780642479,-0.240648379,609,0.016,802,-0.088778055,-0.240648379,2020,2140,0.01,0.869028559,-0.154672897,1809,0.02,2140,0.014392523,-0.154672897,1242,0.012,0.856698506,-0.166666667,1035,0.022,1242,0,-0.166666667,2.668329177,0.302114173,2.970443350,2月,361633,322099,322099,1.723027375,0.024798712,1.747826087
イギリス,ヨーロッパ,1.61,1.12,1.95,(0.17),8,1450,0.015,0.945795150,-0.08,1334,0.035,1450,-0.128893223,-0.08,2020,3791,0.019,0.990615555,-0.036402005,3653,0.04,3791,-0.087612235,-0.036402005,1942,0.019,1.085739630,0.056127703,2051,0.043,1942,0,0.056127703,2.614482759,0.123898051,2.738380810,2月,361633,322099,322099,1.952111226,-0.171028827,1.781082399
イタリア,ヨーロッパ,1.88,1.95,1.56,0.30,11,616,0.006,0.435581123,-0.576298701,261,0.007,616,-0.102796690,-0.576298701,2020,1771,0.009,0.579323620,-0.436476567,998,0.011,1771,0.193281897,-0.436476567,1135,0.011,0.485487647,-0.527753304,536,0.011,1135,0,-0.527753304,2.875,0.948754789,3.823754789,2月,361633,322099,322099,1.560352423,0.301587876,1.861940299
オランダ,ヨーロッパ,1.56,2.26,1.68,(0.01),12,258,0.003,0.573788767,-0.441860465,144,0.004,258,-0.335306554,-0.441860465,2020,660,0.003,0.856698506,-0.166666667,550,0.006,660,-0.007575758,-0.166666667,393,0.004,0.863238189,-0.160305344,330,0.007,393,0,-0.160305344,2.558139535,1.261304910,3.819444444,2月,361633,322099,322099,1.679389313,-0.012722646,1.666666667
スイス,ヨーロッパ,1.95,0.31,1.86,(0.03),14,241,0.002,1.147478330,0.116182573,269,0.007,241,0.283777553,0.116182573,2020,711,0.003,0.879110028,-0.144866385,608,0.007,711,-0.016467945,-0.144866385,383,0.004,0.893829564,-0.130548303,333,0.007,383,0,-0.130548303,2.950207469,-0.689984421,2.260223048,2月,361633,322099,322099,1.856396867,-0.030571041,1.825825826
スウェーデン,ヨーロッパ,1.60,0.45,1.82,0.01,15,184,0.002,0.804551640,-0.217391304,144,0.004,184,0.278422900,-0.217391304,2020,478,0.002,0.634458726,-0.382845188,295,0.003,478,0.008147301,-0.382845188,263,0.003,0.629331374,-0.387832700,161,0.003,263,0,-0.387832700,2.597826087,-0.549214976,2.048611111,2月,361633,322099,322099,1.817490494,0.014807642,1.832298137
スペイン,ヨーロッパ,1.35,1.07,1.92,(0.07),13,934,0.01,0.646101100,-0.371520343,587,0.015,934,-0.060977453,-0.371520343,2020,2199,0.011,0.664321188,-0.353797181,1421,0.016,2199,-0.034496964,-0.353797181,1143,0.011,0.688057068,-0.330708661,765,0.016,1143,0,-0.330708661,2.354389722,0.066393924,2.420783646,2月,361633,322099,322099,1.923884514,-0.066368175,1.857516340
ドイツ,ヨーロッパ,1.84,1.27,1.60,0.01,10,541,0.006,0.997634119,-0.029574861,525,0.014,541,-0.082211333,-0.029574861,2020,1534,0.008,1.093714702,0.063885267,1632,0.018,1534,0.006179459,0.063885267,959,0.009,1.086997645,0.057351408,1014,0.021,959,0,0.057351408,2.835489834,0.273081595,3.108571429,2月,361633,322099,322099,1.599582899,0.009884557,1.609467456
フィンランド,ヨーロッパ,1.85,1.87,1.78,(0.32),16,117,0.001,0.518412429,-0.495726496,59,0.002,117,-0.372162789,-0.495726496,2020,334,0.002,0.677150915,-0.341317365,220,0.002,334,-0.179918309,-0.341317365,188,0.002,0.825711538,-0.196808511,151,0.003,188,0,-0.196808511,2.854700855,0.874112705,3.728813559,2月,361633,322099,322099,1.776595745,-0.319642102,1.456953642
フランス,ヨーロッパ,1.20,1.28,1.82,(0.01),9,1122,0.011,0.991388003,-0.035650624,1082,0.028,1122,-0.118717057,-0.035650624,2020,2470,0.012,1.116690894,0.086234818,2683,0.03,2470,-0.007330496,0.086234818,1358,0.013,1.124937242,0.094256259,1486,0.031,1358,0,0.094256259,2.201426025,0.278241258,2.479667283,2月,361633,322099,322099,1.818851252,-0.013333082,1.805518170
ヨーロッパ小計,ヨーロッパ,1.55,1.20,1.78,(0.02),19,6450,0.066,0.825140123,-0.197364341,5177,0.136,6450,-0.084442627,-0.197364341,2020,16470,0.081,0.889718069,-0.134547662,14254,0.158,16470,-0.012788355,-0.134547662,9243,0.09,0.901243491,-0.123336579,8103,0.169,9243,0,-0.123336579,2.553488372,0.199843673,2.753332046,2月,361633,322099,322099,1.781888997,-0.022787430,1.759101567
ロシア,ヨーロッパ,1.06,1.30,1.61,(0.01),17,185,0.002,0.905785015,-0.118918919,163,0.004,185,-0.133542671,-0.118918919,2020,382,0.002,1.036111805,0.007853403,385,0.004,382,-0.008874454,0.007853403,237,0.002,1.045389063,0.016877637,241,0.005,237,0,0.016877637,2.064864865,0.297098325,2.361963190,2月,361633,322099,322099,1.611814346,-0.014303973,1.597510373
その他,中南米,1.84,0.69,2.13,(0.13),6,387,0.004,0.741143823,-0.279069767,279,0.007,387,0.054770085,-0.279069767,2020,1099,0.005,0.661349420,-0.356687898,707,0.008,1099,-0.058790533,-0.356687898,515,0.005,0.702659124,-0.316504854,352,0.007,515,0,-0.316504854,2.839793282,-0.305743102,2.534050179,2月,361633,322099,322099,2.133980583,-0.125457855,2.008522727
ブラジル,中南米,1.84,0.29,2.26,(0.43),5,159,0.002,1.002175610,-0.025157233,155,0.004,159,0.083158630,-0.025157233,2020,451,0.002,0.749943614,-0.270509978,329,0.004,451,-0.189455531,-0.270509978,200,0.002,0.925234386,-0.1,180,0.004,200,0,-0.1,2.836477987,-0.713897342,2.122580645,2月,361633,322099,322099,2.255,-0.427222222,1.827777778
メキシコ,中南米,1.15,1.80,2.16,(0.27),4,344,0.004,0.938383712,-0.087209302,314,0.008,344,-0.362168795,-0.087209302,2020,738,0.004,1.287137267,0.252032520,924,0.01,738,-0.125116620,0.252032520,341,0.003,1.471210102,0.431085044,488,0.01,341,0,0.431085044,2.145348837,0.797326322,2.942675159,2月,361633,322099,322099,2.164222874,-0.270780251,1.893442623
南米小計,中南米,1.57,1.05,2.17,(0.25),7,890,0.009,0.864014133,-0.159550562,748,0.02,890,-0.129887640,-0.159550562,2020,2288,0.011,0.880662100,-0.143356643,1960,0.022,2288,-0.113122172,-0.143356643,1056,0.01,0.992991450,-0.034090909,1020,0.021,1056,0,-0.034090909,2.570786517,0.049534339,2.620320856,2月,361633,322099,322099,2.166666667,-0.245098039,1.921568627
UAE,中東,0.62,1.14,1.85,0.02,36,81,0.001,0.685358805,-0.333333333,54,0.001,81,-0.071895425,-0.333333333,2020,131,0.001,0.745523890,-0.274809160,95,0.001,131,0.009579404,-0.274809160,71,0.001,0.738449980,-0.281690141,51,0.001,71,0,-0.281690141,1.617283951,0.141975309,1.759259259,2月,361633,322099,322099,1.845070423,0.017674676,1.862745098
その他,中東,2.20,1.55,1.70,0.40,39,87,0.001,0.283596747,-0.724137931,24,0.001,87,0.052125100,-0.724137931,2020,278,0.001,0.332818124,-0.676258993,90,0.001,278,0.234733144,-0.676258993,164,0.002,0.269546603,-0.737804878,43,0.001,164,0,-0.737804878,3.195402299,0.554597701,3.75,2月,361633,322099,322099,1.695121951,0.397901305,2.093023256
イスラエル,中東,0.61,0.89,1.97,(0.08),34,92,0.001,1.028038207,0,92,0.002,92,0.027397260,0,2020,148,0.001,0.958576166,-0.067567568,138,0.002,148,-0.042021474,-0.067567568,75,0.001,1.000623855,-0.026666667,73,0.002,75,0,-0.026666667,1.608695652,-0.108695652,1.5,2月,361633,322099,322099,1.973333333,-0.082922374,1.890410959
サウジアラビア,中東,3.50,(2.50),2.31,(0.39),37,18,0,1.427830843,0.388888889,25,0.001,18,2.739316239,0.388888889,2020,81,0,0.317295743,-0.691358025,25,0,81,-0.169040836,-0.691358025,35,0,0.381842763,-0.628571429,13,0,35,0,-0.628571429,4.5,-3.5,1,2月,361633,322099,322099,2.314285714,-0.391208791,1.923076923
トルコ,中東,1.46,2.66,1.39,0.35,38,13,0,0.632638896,-0.384615385,8,0,13,-0.255060729,-0.384615385,2020,32,0,1.060164401,0.03125,33,0,32,0.248355263,0.03125,23,0,0.849248953,-0.173913043,19,0,23,0,-0.173913043,2.461538462,1.663461538,4.125,2月,361633,322099,322099,1.391304348,0.345537757,1.736842105
中東小計,中東,1.26,0.61,1.80,0.12,40,303,0.003,0.688751670,-0.330033003,203,0.005,303,0.286067300,-0.330033003,2020,686,0.003,0.570965826,-0.444606414,381,0.004,686,0.066132411,-0.444606414,382,0.004,0.535548699,-0.479057592,199,0.004,382,0,-0.479057592,2.264026403,-0.387179112,1.876847291,2月,361633,322099,322099,1.795811518,0.118761346,1.914572864
アメリカ,北米,1.20,1.48,1.94,(0.05),1,6341,0.065,0.808033815,-0.214004100,4984,0.131,6341,-0.201482243,-0.214004100,2020,13968,0.068,0.983804890,-0.043026919,13367,0.148,13968,-0.027781189,-0.043026919,7206,0.07,1.011917152,-0.015681377,7093,0.148,7206,0,-0.015681377,2.202807128,0.479175215,2.681982343,2月,361633,322099,322099,1.938384679,-0.053850632,1.884534048
カナダ,北米,1.20,1.30,1.82,0.07,2,906,0.009,0.880527206,-0.143487859,776,0.02,906,-0.083264349,-0.143487859,2020,1997,0.01,0.999724686,-0.027541312,1942,0.021,1997,0.040834690,-0.027541312,1096,0.011,0.960502850,-0.065693431,1024,0.021,1096,0,-0.065693431,2.204194260,0.298383059,2.502577320,2月,361633,322099,322099,1.822080292,0.074404083,1.896484375
北米小計,北米,1.20,1.45,1.92,(0.04),3,7247,0.074,0.817096739,-0.205188354,5760,0.152,7247,-0.187073268,-0.205188354,2020,15965,0.078,0.985796236,-0.041089884,15309,0.169,15965,-0.019234719,-0.041089884,8302,0.081,1.005129622,-0.022283787,8117,0.169,8302,0,-0.022283787,2.202980544,0.454831956,2.6578125,2月,361633,322099,322099,1.923030595,-0.036988954,1.886041641
合　　計,合　　計,0.66,1.06,1.76,(0.10),49,268053,,0.707092911,-0.312191992,184369,0,268053,-0.089889891,-0.312191992,2020,444104,,0.732738570,-0.287245780,316537,0,444104,-0.056880971,-0.287245780,252720,,0.776931169,-0.244258468,190991,0,252720,0,-0.244258468,1.656776831,0.060089887,1.716866718,2月,361633,322099,322099,1.757296613,-0.099956738,1.657339875
国内合計,国内合計,0.41,1.14,1.60,(0.01),48,170117,,0.884453569,-0.139668581,146357,0,170117,-0.095862735,-0.139668581,2020,239795,,0.969707183,-0.056740132,226189,0,239795,-0.008711784,-0.056740132,150236,,0.978229305,-0.048450438,142957,0,150236,0,-0.048450438,1.409588695,0.135872062,1.545460757,2月,361633,322099,322099,1.596122101,-0.013905071,1.582217030
中国,東アジア,1.18,1.45,2.05,(0.08),20,40422,0.413,0.191329757,-0.813888477,7523,0.198,40422,-0.205703596,-0.813888477,2020,88101,0.431,0.231195117,-0.775110385,19813,0.219,88101,-0.040204445,-0.775110385,42973,0.419,0.240879545,-0.765690084,10069,0.21,42973,0,-0.765690084,2.179530948,0.454125837,2.633656786,2月,361633,322099,322099,2.050147767,-0.082425054,1.967722713
台湾,東アジア,0.68,1.24,2.04,(0.06),21,18604,0.19,0.361006967,-0.648838959,6533,0.172,18604,-0.148629566,-0.648838959,2020,31234,0.153,0.411722159,-0.599506948,12509,0.138,31234,-0.029026844,-0.599506948,15274,0.149,0.424030424,-0.587534372,6300,0.131,15274,0,-0.587534372,1.678886261,0.235854287,1.914740548,2月,361633,322099,322099,2.044912924,-0.059357368,1.985555556
東アジア小計,東アジア,1.00,1.25,2.05,(0.09),24,71185,0.727,0.250868184,-0.755973871,17371,0.457,71185,-0.152060007,-0.755973871,2020,142637,0.698,0.282348877,-0.725351767,39175,0.434,142637,-0.045654572,-0.725351767,69680,0.68,0.295856059,-0.712212974,20053,0.417,69680,0,-0.712212974,2.003750790,0.251444650,2.255195441,2月,361633,322099,322099,2.047029277,-0.093456245,1.953573031
